file,atom,Count
mysql-server/storage/ndb/test/ndbapi/test_event_merge.cpp,implicit-predicate,203
linux/drivers/scsi/mvumi.c,operator-precedence,203
linux/drivers/md/dm-zoned-metadata.c,operator-precedence,203
linux/drivers/target/target_core_transport.c,operator-precedence,203
linux/drivers/clk/sunxi-ng/ccu-sun8i-a83t.c,operator-precedence,203
linux/drivers/gpu/drm/i915/intel_dp.c,operator-precedence,203
linux/drivers/net/ethernet/chelsio/cxgb4/cxgb4_main.c,operator-precedence,202
linux/drivers/scsi/qla2xxx/qla_mr.c,operator-precedence,202
linux/drivers/target/target_core_alua.c,operator-precedence,202
linux/drivers/staging/rtl8723bs/core/rtw_mlme.c,operator-precedence,202
linux/drivers/usb/dwc2/gadget.c,omitted-curly-braces,201
linux/drivers/net/ethernet/sun/cassini.c,omitted-curly-braces,201
linux/drivers/infiniband/hw/hfi1/chip.c,operator-precedence,201
linux/drivers/net/ethernet/rocker/rocker_ofdpa.c,omitted-curly-braces,201
linux/drivers/nvdimm/namespace_devs.c,omitted-curly-braces,201
linux/drivers/net/wireless/intersil/hostap/hostap_hw.c,operator-precedence,201
linux/drivers/gpu/drm/i915/i915_debugfs.c,omitted-curly-braces,200
linux/drivers/isdn/mISDN/tei.c,operator-precedence,200
linux/drivers/gpu/drm/nouveau/nvkm/engine/gr/ctxnv50.c,omitted-curly-braces,200
linux/drivers/net/wireless/marvell/mwl8k.c,operator-precedence,199
linux/drivers/md/dm-cache-target.c,operator-precedence,199
linux/drivers/net/ethernet/intel/e1000/e1000_main.c,operator-precedence,199
linux/drivers/clk/sunxi-ng/ccu-sun8i-a33.c,operator-precedence,199
linux/drivers/scsi/bfa/bfad.c,operator-precedence,199
linux/drivers/net/ethernet/intel/i40e/i40e_ethtool.c,omitted-curly-braces,199
linux/drivers/usb/misc/ftdi-elan.c,operator-precedence,199
linux/drivers/net/ethernet/broadcom/bnx2x/bnx2x_cmn.c,omitted-curly-braces,198
linux/drivers/usb/host/xhci.c,operator-precedence,198
linux/drivers/net/wireless/ath/ath10k/mac.c,implicit-predicate,198
mysql-server/sql/sql_select.cc,omitted-curly-braces,198
linux/drivers/net/ethernet/broadcom/bnx2x/bnx2x_sp.c,omitted-curly-braces,198
linux/drivers/net/wireless/broadcom/b43legacy/main.c,omitted-curly-braces,198
linux/drivers/block/DAC960.c,operator-precedence,198
linux/drivers/scsi/bfa/bfa_fcpim.c,operator-precedence,197
linux/drivers/net/ethernet/alteon/acenic.c,operator-precedence,197
linux/drivers/net/ethernet/mellanox/mlx5/core/fs_core.c,operator-precedence,197
emacs/src/dispnew.c,omitted-curly-braces,197
linux/drivers/scsi/ibmvscsi/ibmvfc.c,omitted-curly-braces,197
mysql-server/storage/ndb/test/ndbapi/testIndexStat.cpp,implicit-predicate,197
linux/drivers/md/raid1.c,omitted-curly-braces,197
linux/drivers/net/wireless/intel/iwlwifi/mvm/mac80211.c,omitted-curly-braces,197
linux/drivers/staging/rtl8188eu/core/rtw_mlme_ext.c,operator-precedence,197
linux/drivers/infiniband/ulp/srp/ib_srp.c,operator-precedence,196
linux/drivers/block/drbd/drbd_main.c,omitted-curly-braces,196
linux/drivers/net/wireless/zydas/zd1211rw/zd_usb.c,operator-precedence,196
linux/drivers/net/ethernet/sun/niu.c,implicit-predicate,196
linux/drivers/gpu/drm/amd/amdgpu/ci_dpm.c,operator-precedence,195
mysql-server/storage/innobase/handler/ha_innodb.cc,operator-precedence,195
linux/drivers/net/ethernet/intel/igb/igb_ethtool.c,omitted-curly-braces,195
linux/drivers/tty/cyclades.c,operator-precedence,195
linux/drivers/staging/wlan-ng/hfa384x_usb.c,operator-precedence,195
linux/drivers/gpu/drm/radeon/evergreen.c,omitted-curly-braces,195
linux/drivers/infiniband/ulp/isert/ib_isert.c,operator-precedence,195
linux/drivers/scsi/lpfc/lpfc_nvme.c,operator-precedence,195
linux/drivers/net/wireless/intel/iwlegacy/common.c,omitted-curly-braces,195
linux/drivers/tty/synclink_gt.c,operator-precedence,195
linux/drivers/infiniband/hw/i40iw/i40iw_ctrl.c,omitted-curly-braces,195
linux/drivers/media/v4l2-core/v4l2-ioctl.c,omitted-curly-braces,194
linux/drivers/net/wireless/intel/iwlwifi/mvm/sta.c,operator-precedence,194
linux/drivers/gpu/drm/omapdrm/dss/dispc.c,omitted-curly-braces,194
linux/drivers/infiniband/hw/mlx5/qp.c,operator-precedence,194
linux/drivers/gpu/drm/radeon/radeon_atombios.c,omitted-curly-braces,194
mysql-server/sql/sql_lex.cc,omitted-curly-braces,193
linux/drivers/isdn/hisax/l3dss1.c,post-increment,193
linux/drivers/gpu/drm/drm_atomic_helper.c,omitted-curly-braces,193
linux/drivers/hwmon/adt7462.c,operator-precedence,193
linux/drivers/mmc/core/mmc_test.c,omitted-curly-braces,193
linux/drivers/iommu/amd_iommu.c,omitted-curly-braces,193
linux/drivers/scsi/mpt3sas/mpt3sas_base.c,omitted-curly-braces,193
linux/drivers/usb/host/oxu210hp-hcd.c,operator-precedence,192
linux/drivers/net/wireless/broadcom/brcm80211/brcmfmac/cfg80211.c,operator-precedence,192
linux/drivers/net/ethernet/marvell/skge.c,omitted-curly-braces,192
linux/drivers/net/wireless/ath/ath6kl/wmi.c,omitted-curly-braces,192
linux/drivers/media/tuners/r820t.c,omitted-curly-braces,192
linux/drivers/infiniband/hw/mlx5/main.c,omitted-curly-braces,191
linux/drivers/net/vmxnet3/vmxnet3_drv.c,operator-precedence,191
linux/drivers/atm/he.c,implicit-predicate,191
linux/drivers/usb/wusbcore/wa-xfer.c,operator-precedence,191
linux/drivers/media/platform/vivid/vivid-core.c,operator-precedence,190
linux/drivers/net/ethernet/micrel/ksz884x.c,operator-precedence,190
linux/drivers/scsi/cxlflash/main.c,operator-precedence,190
linux/drivers/scsi/sd.c,omitted-curly-braces,190
linux/drivers/scsi/ufs/ufshcd.c,operator-precedence,190
linux/drivers/clk/qcom/gcc-msm8996.c,operator-precedence,190
linux/drivers/tty/synclink.c,operator-precedence,190
linux/drivers/md/dm.c,operator-precedence,189
linux/drivers/net/ethernet/mellanox/mlx4/main.c,operator-precedence,189
linux/drivers/staging/lustre/lustre/llite/file.c,omitted-curly-braces,189
linux/drivers/isdn/hisax/l3dss1.c,omitted-curly-braces,189
linux/drivers/net/ethernet/emulex/benet/be_cmds.c,omitted-curly-braces,189
linux/drivers/media/usb/em28xx/em28xx-video.c,operator-precedence,189
linux/drivers/net/wireless/ath/ath9k/ar9003_hw.c,operator-precedence,188
linux/drivers/nvme/target/fc.c,operator-precedence,188
linux/drivers/clk/qcom/gcc-apq8084.c,operator-precedence,188
linux/drivers/char/ipmi/ipmi_msghandler.c,operator-precedence,188
linux/drivers/net/wireless/realtek/rtl818x/rtl8180/dev.c,operator-precedence,188
linux/drivers/net/ethernet/intel/i40evf/i40evf_main.c,operator-precedence,188
linux/drivers/net/macsec.c,omitted-curly-braces,187
linux/drivers/media/platform/omap3isp/isp.c,operator-precedence,187
linux/drivers/video/fbdev/omap2/omapfb/dss/dispc.c,omitted-curly-braces,187
linux/drivers/net/ethernet/chelsio/cxgb4/sge.c,operator-precedence,186
linux/drivers/net/wireless/ray_cs.c,operator-precedence,186
linux/drivers/net/ethernet/amazon/ena/ena_netdev.c,operator-precedence,186
linux/drivers/dma/pl330.c,operator-precedence,186
linux/drivers/net/ethernet/mellanox/mlx4/main.c,omitted-curly-braces,186
linux/drivers/net/ethernet/mellanox/mlx4/resource_tracker.c,operator-precedence,185
linux/drivers/isdn/i4l/isdn_common.c,omitted-curly-braces,185
linux/drivers/nvdimm/namespace_devs.c,operator-precedence,185
mysql-server/sql/item_timefunc.cc,omitted-curly-braces,185
linux/drivers/net/ethernet/neterion/vxge/vxge-config.c,operator-precedence,185
linux/drivers/net/ethernet/sun/niu.c,operator-precedence,185
linux/drivers/scsi/qedi/qedi_main.c,operator-precedence,185
linux/drivers/staging/rtl8723bs/core/rtw_recv.c,operator-precedence,184
linux/drivers/net/wireless/realtek/rtlwifi/rtl8821ae/hw.c,omitted-curly-braces,184
linux/drivers/net/ethernet/intel/ixgbevf/ixgbevf_main.c,operator-precedence,184
linux/drivers/isdn/hisax/l3ni1.c,omitted-curly-braces,184
linux/drivers/md/dm-integrity.c,operator-precedence,184
mysql-server/sql/item_geofunc.cc,omitted-curly-braces,184
linux/drivers/infiniband/hw/qib/qib_iba7220.c,omitted-curly-braces,183
linux/drivers/usb/host/isp1362-hcd.c,operator-precedence,183
linux/drivers/staging/media/atomisp/pci/atomisp2/atomisp_compat_css20.c,omitted-curly-braces,183
linux/drivers/clk/qcom/mmcc-msm8996.c,operator-precedence,183
linux/drivers/media/v4l2-core/v4l2-ctrls.c,omitted-curly-braces,183
emacs/src/alloc.c,omitted-curly-braces,183
linux/drivers/s390/scsi/zfcp_fsf.c,operator-precedence,183
linux/drivers/clk/sunxi-ng/ccu-sun8i-a23.c,operator-precedence,182
linux/drivers/net/ethernet/netronome/nfp/nfp_net_common.c,omitted-curly-braces,182
linux/drivers/s390/block/dasd_3990_erp.c,operator-precedence,182
linux/drivers/net/ethernet/qlogic/qed/qed_ll2.c,operator-precedence,182
linux/drivers/media/platform/omap3isp/ispccdc.c,operator-precedence,182
linux/drivers/regulator/core.c,operator-precedence,182
emacs/src/xterm.c,operator-precedence,182
mysql-server/storage/ndb/test/ndbapi/testMgm.cpp,omitted-curly-braces,182
linux/drivers/media/platform/s5p-mfc/s5p_mfc.c,operator-precedence,182
emacs/src/term.c,omitted-curly-braces,182
linux/drivers/gpu/drm/i915/i915_irq.c,operator-precedence,181
linux/drivers/gpu/drm/drm_dp_mst_topology.c,operator-precedence,181
linux/drivers/tty/synclinkmp.c,operator-precedence,181
linux/drivers/gpu/drm/radeon/r600.c,omitted-curly-braces,181
linux/drivers/staging/lustre/lnet/selftest/rpc.c,operator-precedence,181
linux/drivers/net/ethernet/intel/ixgbe/ixgbe_x550.c,omitted-curly-braces,181
linux/drivers/net/ethernet/qlogic/qed/qed_dev.c,omitted-curly-braces,181
linux/drivers/net/ethernet/broadcom/bnx2x/bnx2x_ethtool.c,omitted-curly-braces,180
mysql-server/storage/perfschema/pfs.cc,omitted-curly-braces,180
linux/drivers/infiniband/hw/mlx5/main.c,operator-precedence,180
linux/drivers/mtd/ubi/wl.c,operator-precedence,180
linux/drivers/staging/lustre/lustre/osc/osc_request.c,operator-precedence,180
linux/drivers/s390/block/dasd_eckd.c,omitted-curly-braces,180
linux/drivers/android/binder.c,omitted-curly-braces,179
mysql-server/storage/myisam/mi_check.c,operator-precedence,179
linux/drivers/net/ethernet/intel/i40e/i40e_common.c,omitted-curly-braces,179
linux/drivers/net/ethernet/sfc/ef10.c,operator-precedence,179
linux/drivers/s390/scsi/zfcp_erp.c,operator-precedence,179
linux/drivers/net/ethernet/mellanox/mlxsw/spectrum.c,omitted-curly-braces,179
mysql-server/sql/opt_range.cc,assignment-as-value,178
linux/drivers/block/pktcdvd.c,operator-precedence,178
mysql-server/cmd-line-utils/libedit/readline.c,omitted-curly-braces,177
linux/drivers/net/ethernet/neterion/s2io.c,post-increment,177
mysql-server/storage/innobase/buf/buf0buf.cc,operator-precedence,177
linux/drivers/platform/x86/sony-laptop.c,operator-precedence,177
linux/drivers/net/ethernet/rocker/rocker_main.c,omitted-curly-braces,177
linux/drivers/ata/libata-scsi.c,omitted-curly-braces,176
linux/drivers/usb/dwc2/hcd.c,operator-precedence,176
emacs/src/syntax.c,omitted-curly-braces,176
linux/drivers/staging/rtl8192e/rtllib_softmac.c,operator-precedence,176
linux/drivers/scsi/bfa/bfa_svc.c,omitted-curly-braces,176
emacs/src/window.c,omitted-curly-braces,176
linux/drivers/net/hippi/rrunner.c,operator-precedence,176
mysql-server/strings/dtoa.c,operator-precedence,175
linux/drivers/net/ethernet/intel/ixgbe/ixgbe_common.c,omitted-curly-braces,175
linux/drivers/net/ethernet/netronome/nfp/nfp_net_common.c,operator-precedence,175
linux/drivers/gpu/drm/ttm/ttm_bo.c,operator-precedence,175
linux/drivers/net/wireless/intel/iwlwifi/mvm/sta.c,omitted-curly-braces,175
linux/drivers/media/platform/vivid/vivid-vid-cap.c,operator-precedence,175
linux/drivers/net/ethernet/atheros/atl1c/atl1c_main.c,operator-precedence,175
linux/drivers/net/wireless/intersil/hostap/hostap_ioctl.c,omitted-curly-braces,175
linux/drivers/net/wireless/st/cw1200/sta.c,operator-precedence,175
linux/drivers/gpu/drm/radeon/radeon_connectors.c,omitted-curly-braces,174
linux/drivers/net/ethernet/amd/xgbe/xgbe-dev.c,omitted-curly-braces,174
linux/drivers/hwmon/nct6775.c,omitted-curly-braces,174
linux/drivers/s390/net/qeth_l3_main.c,omitted-curly-braces,174
linux/drivers/edac/amd64_edac.c,omitted-curly-braces,174
linux/drivers/net/ethernet/qlogic/qlge/qlge_main.c,operator-precedence,174
linux/drivers/target/iscsi/iscsi_target.c,omitted-curly-braces,174
linux/drivers/net/ethernet/broadcom/bnx2x/bnx2x_link.c,operator-precedence,174
linux/drivers/media/pci/ttpci/av7110.c,operator-precedence,174
linux/drivers/infiniband/hw/hns/hns_roce_hw_v1.c,operator-precedence,174
linux/drivers/staging/dgnc/dgnc_tty.c,omitted-curly-braces,174
emacs/lib-src/ebrowse.c,omitted-curly-braces,174
linux/drivers/net/ethernet/chelsio/cxgb3/sge.c,operator-precedence,174
linux/drivers/gpu/drm/amd/amdgpu/si_dpm.c,operator-precedence,173
linux/drivers/isdn/hisax/l3ni1.c,post-increment,173
linux/drivers/net/ethernet/ibm/emac/core.c,operator-precedence,173
linux/drivers/tty/n_gsm.c,omitted-curly-braces,173
linux/drivers/usb/gadget/composite.c,omitted-curly-braces,173
linux/drivers/scsi/lpfc/lpfc_scsi.c,omitted-curly-braces,173
linux/drivers/usb/gadget/udc/dummy_hcd.c,operator-precedence,173
linux/drivers/net/ethernet/realtek/r8169.c,omitted-curly-braces,173
linux/drivers/net/ethernet/qlogic/netxen/netxen_nic_main.c,omitted-curly-braces,173
mysql-server/sql/field.cc,operator-precedence,173
linux/drivers/media/dvb-frontends/mb86a20s.c,omitted-curly-braces,173
linux/drivers/gpu/drm/amd/amdgpu/atombios_encoders.c,omitted-curly-braces,172
linux/drivers/staging/rtl8192u/r8192U_core.c,omitted-curly-braces,172
linux/drivers/scsi/fcoe/fcoe_ctlr.c,operator-precedence,172
linux/drivers/net/ethernet/intel/e1000e/phy.c,omitted-curly-braces,172
emacs/src/bidi.c,omitted-curly-braces,172
linux/drivers/scsi/pmcraid.c,operator-precedence,172
mysql-server/storage/ndb/src/ndbapi/NdbDictionaryImpl.cpp,omitted-curly-braces,172
linux/drivers/media/platform/davinci/vpfe_capture.c,operator-precedence,171
linux/drivers/usb/gadget/udc/fsl_qe_udc.c,operator-precedence,171
linux/drivers/ntb/ntb_transport.c,operator-precedence,171
linux/drivers/net/wireless/broadcom/brcm80211/brcmsmac/phy/phy_cmn.c,omitted-curly-braces,171
linux/drivers/staging/media/davinci_vpfe/vpfe_video.c,operator-precedence,171
linux/drivers/net/ethernet/atheros/atlx/atl1.c,operator-precedence,171
linux/drivers/block/drbd/drbd_state.c,omitted-curly-braces,171
linux/drivers/staging/wilc1000/host_interface.c,operator-precedence,171
linux/drivers/infiniband/hw/mlx4/mcg.c,operator-precedence,171
linux/drivers/media/pci/bt8xx/bttv-driver.c,omitted-curly-braces,171
linux/drivers/media/i2c/smiapp/smiapp-core.c,omitted-curly-braces,171
linux/drivers/staging/rtl8712/rtl8712_led.c,operator-precedence,171
linux/drivers/staging/media/atomisp/pci/atomisp2/atomisp_ioctl.c,operator-precedence,170
mysql-server/sql/sql_update.cc,omitted-curly-braces,170
linux/drivers/staging/rtl8188eu/core/rtw_mlme.c,operator-precedence,170
linux/drivers/firewire/ohci.c,operator-precedence,170
linux/drivers/infiniband/hw/qedr/verbs.c,operator-precedence,170
linux/drivers/gpu/drm/omapdrm/dss/dsi.c,operator-precedence,170
linux/drivers/gpu/drm/omapdrm/dss/dsi.c,omitted-curly-braces,170
linux/drivers/staging/rtl8192e/rtllib_softmac.c,omitted-curly-braces,170
linux/drivers/video/fbdev/omap2/omapfb/dss/dsi.c,operator-precedence,169
linux/drivers/net/ethernet/dec/tulip/de4x5.c,operator-precedence,169
linux/drivers/infiniband/hw/nes/nes_verbs.c,operator-precedence,169
linux/drivers/net/ethernet/toshiba/ps3_gelic_wireless.c,operator-precedence,169
linux/drivers/media/usb/hackrf/hackrf.c,operator-precedence,168
linux/drivers/usb/gadget/function/uvc_configfs.c,operator-precedence,168
mysql-server/rapid/plugin/x/mysqlxtest_src/mysqlxtest.cc,omitted-curly-braces,168
linux/drivers/dma/amba-pl08x.c,operator-precedence,168
linux/drivers/usb/host/oxu210hp-hcd.c,omitted-curly-braces,168
linux/drivers/s390/net/qeth_l3_main.c,operator-precedence,168
linux/drivers/net/ethernet/intel/ixgb/ixgb_main.c,operator-precedence,168
linux/drivers/misc/mic/scif/scif_rma.c,operator-precedence,168
linux/drivers/scsi/bnx2fc/bnx2fc_io.c,operator-precedence,168
mysql-server/sql/sql_insert.cc,omitted-curly-braces,167
linux/drivers/net/ethernet/qlogic/qlcnic/qlcnic_sriov_common.c,operator-precedence,167
linux/drivers/net/usb/lan78xx.c,operator-precedence,167
linux/drivers/gpu/drm/radeon/r100.c,omitted-curly-braces,167
linux/drivers/gpu/drm/radeon/rv770_dpm.c,omitted-curly-braces,167
linux/drivers/net/usb/usbnet.c,operator-precedence,167
mysql-server/sql/sql_plugin.cc,omitted-curly-braces,167
linux/drivers/scsi/bfa/bfa_ioc.c,omitted-curly-braces,166
linux/drivers/infiniband/core/uverbs_main.c,operator-precedence,166
mysql-server/sql/auth/sql_authorization.cc,omitted-curly-braces,166
linux/drivers/usb/class/cdc-acm.c,operator-precedence,166
linux/drivers/hwtracing/coresight/coresight-etm3x-sysfs.c,operator-precedence,166
linux/drivers/net/wireless/broadcom/brcm80211/brcmsmac/phy/phy_lcn.c,omitted-curly-braces,166
linux/drivers/tty/serial/jsm/jsm_neo.c,operator-precedence,166
linux/drivers/infiniband/hw/ocrdma/ocrdma_hw.c,omitted-curly-braces,166
linux/drivers/scsi/qedf/qedf_main.c,operator-precedence,166
linux/drivers/scsi/ncr53c8xx.c,omitted-curly-braces,166
linux/drivers/scsi/qla2xxx/qla_mbx.c,operator-precedence,166
linux/drivers/soc/fsl/qbman/qman.c,operator-precedence,166
linux/drivers/scsi/qla2xxx/qla_mbx.c,omitted-curly-braces,166
linux/drivers/net/ethernet/intel/ixgbevf/ixgbevf_main.c,omitted-curly-braces,165
linux/drivers/staging/media/atomisp/pci/atomisp2/css2400/sh_css_params.c,operator-precedence,165
linux/drivers/net/wireless/marvell/mwifiex/cfg80211.c,omitted-curly-braces,165
linux/drivers/net/ethernet/intel/igb/e1000_phy.c,omitted-curly-braces,165
linux/drivers/media/dvb-frontends/lgdt3306a.c,implicit-predicate,164
linux/drivers/md/bitmap.c,omitted-curly-braces,164
linux/drivers/net/ethernet/broadcom/bnx2x/bnx2x_sriov.c,operator-precedence,164
linux/drivers/dma/at_xdmac.c,operator-precedence,164
linux/drivers/infiniband/hw/mthca/mthca_cmd.c,preprocessor-in-statement,164
linux/drivers/scsi/aha152x.c,omitted-curly-braces,164
mysql-server/strings/dtoa.c,omitted-curly-braces,164
linux/drivers/staging/vc04_services/interface/vchiq_arm/vchiq_core.c,operator-precedence,164
linux/drivers/spi/spi-bfin5xx.c,operator-precedence,164
mysql-server/sql/mysqld.cc,omitted-curly-braces,164
linux/drivers/gpu/drm/i915/i915_gem_gtt.c,omitted-curly-braces,164
linux/drivers/gpu/drm/i915/i915_gem_gtt.c,operator-precedence,164
linux/drivers/clk/qcom/mmcc-apq8084.c,operator-precedence,164
linux/drivers/gpu/drm/amd/amdgpu/gfx_v9_0.c,omitted-curly-braces,164
linux/drivers/infiniband/hw/hfi1/mad.c,omitted-curly-braces,163
linux/drivers/hwmon/w83792d.c,operator-precedence,163
linux/drivers/staging/media/atomisp/i2c/ov8858.c,operator-precedence,163
linux/drivers/net/ethernet/freescale/fec_main.c,omitted-curly-braces,163
linux/drivers/staging/comedi/drivers/ni_mio_common.c,omitted-curly-braces,163
linux/drivers/net/ethernet/cavium/liquidio/lio_vf_main.c,operator-precedence,163
linux/drivers/net/wireless/ath/ath9k/main.c,operator-precedence,163
linux/drivers/gpu/drm/amd/amdgpu/kv_dpm.c,omitted-curly-braces,162
linux/drivers/s390/block/dasd.c,omitted-curly-braces,162
linux/drivers/spi/spi-topcliff-pch.c,operator-precedence,162
linux/drivers/net/ethernet/freescale/gianfar.c,omitted-curly-braces,162
linux/drivers/regulator/da9062-regulator.c,operator-precedence,162
linux/drivers/media/platform/vivid/vivid-vid-cap.c,omitted-curly-braces,161
linux/drivers/video/fbdev/omap2/omapfb/dss/dsi.c,omitted-curly-braces,161
